v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;target
0.14288;-0.32784;0.20773;-0.05228;-103.924;-0.72638;0.64497;134.882;0.47706;-129.458;-0.7811;-130.651;-84.026.988.422.442
-0.33152;-0.30783;-0.19094;-0.69796;-0.13012;0.29244;-0.36874;0.25502;133.019;-0.82608;0.42012;-0.39085;-83.505.043.842.437
-0.78563;0.43975;-0.96666;-0.57048;0.43662;-0.19825;-0.91695;0.93032;-0.09595;-0.79752;-102.472;-0.84741;-82.344.566.097.577
0.19058;-108.667;0.28386;-155.344;0.16798;-0.50092;-176.767;-110.785;-0.38391;-0.6026;-217.499;0.51053;-76.098.869.522.162
0.16424;-0.46677;124.892;-206.296;0.44963;307.986;0.42899;0.07292;227.421;-0.09239;0.5287;-118.857;-66.290.044.103.997
0.30781;0.89081;-0.62284;-127.526;-212.459;0.27223;113.362;0.10828;0.05481;-0.70814;-155.929;0.23036;-24.114.492.955.933
109.772;0.32599;-107.727;-114.744;-0.6058;133.922;114.441;-183.271;0.23825;0.1877;-159.928;-0.54535;-23.524.418.204.239
-0.39974;188.335;182.311;0.00467;-0.92514;-0.76823;-0.47707;-0.99574;-100.847;-127.763;0.03382;-0.70936;-1.187.287.010.705
107.849;11.759;0.62297;-18.908;-0.64371;116.571;-0.91121;147.706;0.37075;-0.33549;-0.83609;-0.11048;-687.228.334.266
0.96909;-0.98766;0.063;0.38764;-0.32218;156.972;-0.51315;0.82949;-0.87405;126.372;-143.083;121.386;8.263.434.106.019
-0.2118;0.34233;-0.86293;-0.12645;0.86132;-0.89992;-10.989;102.948;-0.43803;-0.22791;-0.08027;-0.12717;45.287.597.458.036
-0.7046;-0.58144;0.47791;-0.28219;173.178;140.639;0.21771;0.66251;-0.52636;-207.996;-0.99276;258.661;55.224.502.860.724
-0.13727;-0.92205;0.45844;-0.20863;121.924;-0.66269;0.04664;0.46411;-0.90472;-0.17681;-0.84787;-158.686;73.027.665.430.297
114.037;0.32568;-0.32694;-192.914;136.532;-0.56214;-137.765;0.0365;0.63723;-0.29117;-0.71883;0.61022;109.649.361.188.484
-124.164;0.53151;-200.222;175.123;0.21999;-238.404;-0.46082;0.82042;-0.95463;-0.72735;149.737;0.45219;126.447.088.015.923
-0.14565;-0.07518;-0.81914;-0.68436;0.74218;-0.53105;113.991;-0.62155;-0.64157;-0.71673;0.71304;0.03206;133.544.977.508.702
143.935;0.26272;-0.3604;0.89099;-0.66139;-0.83329;-101.574;-21.716;-0.54278;-0.92309;-0.91855;0.25586;134.413.861.639.386
175.183;-361.315;158.398;-0.6278;-0.11386;-199.344;-153.642;-160.255;-0.88437;-271.306;167.204;0.54251;139.104.629.848.111
0.68612;0.00942;-0.51264;143.853;-0.05983;-0.10234;-143.068;-0.17088;-0.96823;0.9226;-124.938;-0.12083;142.322.003.468.135
0.48781;-12.682;175.914;-0.89912;168.791;-0.70054;145.927;0.73901;-207.329;-0.87327;0.37774;-103.103;142.688.943.978.501
0.64181;-0.52204;-0.54649;0.62116;0.54789;0.05578;-157.808;-0.36166;0.47167;0.72709;-0.20069;106.488;148.045.550.875.377
123.132;-0.95364;-16.678;-0.89577;0.9386;-212.658;-0.50986;0.16816;-111.269;-116.661;0.4618;-168.255;153.012.837.228.389
159.468;-0.87042;-0.81389;-0.03068;-0.00372;-0.67891;0.26735;103.729;-0.15013;0.85212;-0.10335;124.469;156.513.630.764.865
166.916;0.61672;139.153;-0.86473;0.60534;171.632;-0.60021;0.59795;-0.41343;-161.703;-136.247;0.31096;156.877.646.162.932
-0.89081;-0.34438;0.18952;106.682;208.276;0.60428;159.151;-0.79245;-138.197;0.55619;0.14477;-299.817;157.175.436.553.316
210.913;-0.05399;-0.60144;-0.79861;-0.00335;-0.70542;0.55838;0.22167;-11.434;0.27352;-0.47262;185.316;158.617.358.920.016
0.36922;10.811;0.64971;0.74649;0.91957;0.00669;0.33169;-117.447;0.81727;-139.833;0.1868;0.91526;163.249.351.339.091
-0.11775;-0.38352;0.50778;0.18238;0.18264;148.779;-0.62266;-0.31423;-0.47178;-0.1105;0.17206;-0.28932;167.506.774.175.462
0.36063;-0.04368;0.36266;117.952;0.81718;-112.735;-0.73863;-101.874;-0.434;-0.40501;0.1109;-11.087;179.349.351.705.511
117.017;0.15706;0.55828;138.173;-0.38471;0.67344;111.109;0.2166;0.12205;0.55086;21.941;-242.622;183.558.623.665.945
0.41338;-211.621;0.74921;-0.51454;0.08613;-204.908;130.285;0.38177;-114.932;0.99154;0.19077;0.22066;189.504.056.014.677
110.997;-0.78366;-0.81796;-0.51119;161.285;258.154;189.578;0.79763;0.05966;0.3018;0.0233;0.00383;219.396.671.959.335
181.964;-131.738;0.75753;0.9811;0.13381;-0.4005;-101.713;135.966;0.66802;-0.12906;-0.43406;102.497;250.157.167.092.518
135.501;-213.302;202.064;-0.99932;217.506;0.58299;-0.65588;14.057;-258.008;0.16737;0.25171;0.68585;264.255.025.172.938
0.36274;-21.477;-0.43519;216.508;11.871;0.34936;-102.907;248.415;-0.90168;-0.54076;-0.10169;-0.75439;270.078.445.333.248
100.638;-0.45954;0.06475;-126.432;0.03227;-0.4257;-0.4406;-104.496;0.15488;-0.14691;0.92239;0.34375;331.133.008.972.952
0.643;140.985;-0.60832;-202.797;0.96053;0.2596;0.07454;-167.746;-13.514;-0.59204;127.401;-0.60483;331.602.900.233.035
0.72725;0.16738;0.03974;191.082;172.635;-0.49118;178.169;-0.67289;0.01564;0.40242;-0.88266;0.89598;331.891.808.098.968
-0.21939;-182.616;115.627;-0.75753;114.719;102.828;-0.3773;-111.558;0.16012;-0.85994;0.41832;-0.63809;342.983.275.661.196
0.24045;158.163;-146.301;-0.93107;0.91514;-11.673;-0.3152;-109.459;0.87478;-0.90164;-152.936;223.477;357.867.055.874.412
215.276;0.48309;0.52186;148.513;0.6831;-0.24594;-0.49674;197.211;0.83513;-0.51692;-0.61507;-0.47735;360.269.647.663.752
0.15141;0.28937;129.585;176.681;-111.054;113.306;-0.47017;0.95761;0.38703;0.41489;137.875;-125.487;368.098.070.418.117
-0.07781;-0.23745;113.149;270.806;-144.369;-0.70805;0.4408;-0.49708;0.19733;-192.552;0.63743;-0.61206;372.654.310.543.016
-0.5815;-0.93881;159.109;0.91303;0.42951;-0.68065;267.203;0.73389;0.42634;0.00238;0.33522;0.39154;373.431.028.551.376
0.01281;-111.614;-0.3396;-0.00454;0.31795;-0.07781;-0.5125;0.17764;-0.48373;-0.46007;12.979;0.52889;379.577.863.272.182
-0.79063;-112.066;0.0351;0.77966;0.73935;-139.877;0.50129;0.54767;0.69529;-0.32178;0.79271;-0.14773;383.857.039.328.943
189.267;-0.38252;-0.68852;244.893;0.49414;0.37182;-0.78531;0.23056;-196.546;0.96926;124.071;-0.05949;389.737.006.083.986
296.306;0.62209;-0.9266;183.714;-0.07934;-0.65347;-0.42214;-0.14867;0.08478;0.69058;-138.643;0.00869;391.147.662.018.343
-0.25382;-0.62606;-0.06161;-0.34145;100.781;-0.22567;-155.256;0.86527;0.42;0.37153;0.5627;0.79888;452.387.798.496.295
-0.29439;-0.36788;0.07532;-0.10946;0.95661;181.884;-0.78637;187.581;-0.23296;0.27171;0.04564;-0.73119;472.263.907.039.215
0.13604;0.03827;135.018;0.15916;0.29731;0.61516;-107.158;135.955;-0.29441;0.34752;0.01893;-0.97024;495.202.394.921.037
0.84196;-0.14775;15.128;-114.444;0.37968;0.35885;-0.36619;123.356;-119.461;0.27057;0.36513;-0.60561;501.010.509.755.571
-0.42742;0.47964;0.25481;22.353;-0.55961;102.853;0.42924;0.46572;-0.8929;-0.18208;0.77487;0.99022;510.511.105.837.055
-0.06958;0.75855;0.52504;238.728;-0.98255;-0.45851;-189.039;0.28591;119.371;-134.491;0.79731;0.33722;594.378.791.533.758
0.3573;13.854;111.766;-172.121;148.532;-0.59921;-141.432;0.34265;181.988;0.06852;0.33032;0.908;617.901.535.188.506
0.78455;-157.562;-0.71821;0.78056;-0.67561;219.918;0.50847;-0.52332;142.563;-0.01673;-0.37003;-0.70485;651.749.613.714.879
0.73506;149.695;-0.83138;0.99923;-0.93674;-0.21258;0.78692;-0.35296;-0.53693;205.543;166.731;0.60906;655.089.020.582.596
-0.2009;0.59056;-0.54359;-0.69798;162.195;10.311;0.29765;-0.56794;-0.38623;0.08449;-129.843;0.40656;686.758.520.400.212
0.08086;-0.43555;-0.22864;13.555;-0.07175;-0.2126;0.34377;136.966;0.01329;-0.49771;-212.871;0.37432;694.117.405.902.435
-0.73736;-0.69277;0.66658;0.77675;111.006;-0.77628;-0.74796;-0.35218;0.15877;-0.15713;0.02168;-0.48221;700.651.628.905.422
-103.784;-0.52292;-0.62328;10.173;120.359;-0.43966;101.077;0.27416;0.05278;125.213;129.288;-0.22918;716.455.420.606.487
-0.30187;0.62028;0.84315;0.09332;117.315;-138.229;0.57743;0.1856;-0.49994;-0.8797;-0.45474;0.2707;738.283.223.975.509
0.40002;0.32218;-146.044;0.22696;-0.66945;132.066;0.20669;104.104;-151.965;0.61928;156.877;-0.82787;740.080.834.839.517
-0.36105;-0.71001;0.74601;169.968;0.15811;161.416;185.614;0.27542;-166.539;-0.49632;-0.96059;0.09291;745.104.392.639.229
178.633;-161.668;213.682;-0.64362;-0.76949;0.03941;0.01272;-0.45615;0.3988;0.52277;0.31923;-10.908;753.275.035.206.567
-0.17526;242.053;130.856;0.68808;0.59387;-0.77312;171.144;115.265;102.291;128.445;0.193;-177.557;773.261.225.649.892
145.483;-0.50211;111.198;-0.35945;-0.59984;0.93194;0.08856;-127.357;0.28592;-0.4432;0.79903;0.70981;775.378.444.878.903
-0.2269;0.08849;0.18226;-0.43763;146.865;-0.3378;-0.05931;-149.762;0.41227;-0.37073;0.00462;0.76581;779.509.134.210.705
-0.13096;-225.813;145.692;0.07179;105.645;-114.812;-12.438;-0.7313;-0.88204;0.34551;-0.64972;-154.324;780.657.252.587.805
0.35005;-0.73458;0.33129;0.99087;-0.35775;0.31409;0.45548;-0.62277;-151.862;0.27425;198.004;-0.12589;786.742.005.810.497
132.156;-0.46913;112.434;0.03202;-0.70927;0.54838;-0.51091;-103.755;-0.00215;0.63246;0.79772;-0.12137;786.831.417.833.401
0.73119;-0.91551;-0.64826;-0.4135;0.37942;-156.433;116.358;-0.16607;0.57112;-127.241;0.03578;-149.784;811.410.962.063.926
-0.41537;-0.44218;-0.77329;-0.29982;0.71637;-0.8154;-0.2033;-0.83231;-13.468;0.59824;0.81253;-0.37525;825.000.367.564.906
0.90161;11.122;-170.103;-111.993;-0.16587;-0.98251;-0.39932;-175.654;-0.97215;184.767;0.0446;-0.02846;828.388.100.061.681
0.54263;-0.51816;0.99758;0.73141;-0.13322;0.71409;-231.882;-0.64963;-0.06982;-154.044;-0.62553;-0.35634;830.252.385.938.064
-0.67795;-0.22838;0.74147;0.41734;145.219;0.61027;0.11405;-0.01456;-0.69991;-120.234;0.19139;0.99099;847.803.449.071.561
123.529;0.42683;-0.26767;-0.20942;-0.2566;0.60269;-188.646;-0.2035;-0.67645;-0.80114;-0.31121;-0.80432;865.267.753.203.633
-0.77044;-0.16771;-118.963;142.806;-0.00258;-108.175;176.679;-0.30211;0.7484;0.72473;-0.18895;-157.109;866.729.981.185.832
0.13569;-0.23192;0.42433;0.36862;0.56225;-0.68181;-0.74298;0.84886;-0.7642;0.74442;0.41944;-0.07216;878.616.880.571.789
111.293;0.66641;0.84171;-0.71331;0.1754;-0.06793;-0.10013;-0.64296;0.36899;115.278;100.879;-0.41375;904.908.909.449.772
-101.226;264.785;0.59426;0.45844;181.922;0.62411;-187.761;0.13788;-308.732;0.22106;131.666;-0.95531;937.582.477.607.582
0.86528;136.937;127.999;118.124;-0.72465;-0.02175;0.4034;-0.28272;-0.4439;0.84051;0.03326;-0.9855;964.154.084.691.045
195.414;-0.25061;235.015;-0.33472;-0.91212;-0.66883;-0.24925;-0.53112;0.16256;224.172;0.02355;-0.10495;964.399.109.143.215
0.06864;0.41598;-0.64845;-0.06061;106.185;-165.126;-12.073;-1.064;0.07335;-0.229;0.71649;-0.09367;1.001.756.723.739.940
-0.37928;0.36736;-105.016;0.8937;0.90255;-165.949;-165.984;0.07748;0.53049;136.443;0.97063;-0.45183;1.015.303.147.012.260
0.19384;-0.56371;30.755;0.24251;0.7272;193.431;181.183;-0.7547;0.08445;-0.84152;0.73704;0.31627;1.024.888.924.573.210
173.989;-0.34894;0.64753;-0.0321;-0.81503;0.0846;0.71035;170.023;-129.147;-0.23412;0.14876;0.79715;1.028.087.476.464.180
0.22709;227.113;-159.094;-0.96155;155.843;0.62701;0.74334;-0.41031;-145.847;-0.90227;0.66362;-167.667;1.036.737.906.078.610
-0.50095;0.87932;208.186;229.024;0.19958;0.46038;0.60117;-0.31135;0.30897;0.23295;-0.11916;-0.7711;1.060.031.400.708.010
150.408;-0.55986;0.8218;-13.456;0.4165;-129.739;0.33527;-0.0736;-0.24814;0.05237;0.33817;-0.2023;1.070.512.626.705.710
13.838;-0.7355;-146.132;0.18906;-0.52861;119.467;-0.0414;-107.759;149.376;0.7285;0.63623;-0.62836;1.088.476.186.744.480
106.463;-0.58951;-117.151;102.118;-0.73862;0.6402;0.7869;103.921;0.08494;0.27173;0.62032;-0.37316;1.093.992.933.251.780
-0.52708;-132.254;0.72178;0.62479;149.454;-132.919;13.708;175.596;-0.37087;-107.423;-0.6873;0.41424;1.099.806.598.343.140
0.95125;-111.475;-0.23024;-0.77447;0.69313;-125.546;124.016;0.61427;0.7994;-0.28972;120.148;0.56247;1.165.824.845.260.620
-102.965;-0.9868;-0.00908;-0.21362;129.361;128.408;-0.47621;0.80949;0.67487;-110.328;216.972;-0.58031;1.167.946.845.710.820
214.302;0.18181;123.243;-0.71876;-0.57269;-0.47419;0.84568;-0.52624;116.082;-0.4309;-0.4347;-0.62084;1.179.827.439.990.720
215.272;0.39579;-0.60865;-0.84905;-0.48376;118.911;-0.77143;-152.192;276.297;-0.66921;-0.43549;118.004;1.187.583.670.284.480
176.104;-109.193;-0.7072;153.098;-166.588;-0.56711;-0.45991;0.50288;-0.9664;108.532;-0.81848;0.21382;1.196.073.743.039.340
-0.58828;0.70075;-0.94659;156.182;-0.24029;-132.253;0.35913;0.08953;0.47524;-116.667;-0.5398;-0.1093;1.197.240.572.208.000
-0.22595;0.60272;0.81947;-0.16423;0.43262;-0.29606;-0.04566;0.83472;0.67209;-0.05676;0.96909;-0.20348;1.200.258.137.321.370
201.155;-0.53534;-0.70697;-12.149;-0.03451;108.564;-0.71025;0.52337;0.79153;-0.50951;-0.59609;0.07974;1.200.521.094.469.990
0.43893;196.102;-0.48179;0.89641;0.19231;0.1273;0.62595;-159.852;-172.325;-0.09136;0.86016;-0.46213;1.212.832.678.971.280
0.10887;0.79858;0.41808;-0.27505;143.345;0.81804;-0.10515;122.705;0.829;-0.49195;0.72062;0.90119;1.233.465.359.129.680
0.5488;-0.36876;-0.92854;-0.02995;0.86598;-0.99625;177.509;0.5247;-0.69139;0.62017;0.18059;-0.53904;1.294.339.583.666.910
134.771;0.40454;-0.4536;-0.81888;0.50744;0.38297;162.978;-0.87774;108.185;0.36438;0.10844;275.014;1.296.988.718.138.850
0.12813;-11.701;0.65664;-0.27376;0.26762;0.62236;181.715;0.44652;0.10912;0.44889;-0.92609;293.021;1.300.334.147.281.260
0.38234;250.949;0.60869;0.62789;0.56159;-0.08644;-231.582;0.43594;0.53323;-0.15222;0.69934;-0.42329;1.301.339.221.490.390
0.56934;140.396;-0.71347;-0.5214;-0.02722;0.58467;102.966;0.71057;-0.31285;-218.855;-138.565;-0.24831;1.318.836.560.443.270
122.672;0.068;0.65243;-127.288;0.8424;0.8735;-0.73006;0.60311;-0.1682;-106.126;203.094;-0.02101;1.322.895.983.856.890
0.57157;-0.80222;-0.13036;0.87889;0.16935;-0.74637;0.56917;-0.46264;236.625;0.28121;118.366;0.25568;1.339.755.722.526.200
-0.66996;0.30453;123.845;13.326;130.511;0.37765;-0.65898;0.54877;-0.27444;0.22863;0.98515;-186.336;1.341.248.702.503.890
0.12752;-0.10766;-0.17013;0.84898;0.60414;0.22754;0.48315;136.454;188.968;-0.22601;24.466;190.661;1.344.353.819.803.730
0.99403;-14.609;0.56739;-0.86836;100.075;0.20035;-0.55731;-0.41191;0.97997;-0.61551;0.18451;120.988;1.344.569.873.187.220
125.417;208.088;-0.71881;0.71951;-0.26595;0.06072;12.374;0.67762;-119.238;-0.1662;-158.792;0.31571;1.350.708.564.847.620
131.184;-0.7434;0.16175;0.72744;-0.34144;-163.832;-0.35519;124.563;-0.96083;198.736;-139.559;0.85175;1.361.433.295.259.400
111.426;-0.99349;-163.102;-142.131;-0.19284;128.758;0.08596;182.097;146.079;-0.63978;-0.99254;-152.491;1.364.355.472.157.340
0.60992;-191.507;-0.86548;-1.726;0.45533;0.57426;-0.2965;23.616;-0.02699;0.16348;0.83358;0.09298;1.373.013.843.101.810
-0.14779;125.397;0.89667;0.05693;162.078;0.42623;-12.473;-0.21028;0.44099;0.66049;136.581;-0.17858;1.385.533.186.839.470
0.23953;-0.81707;0.76268;0.83955;0.66773;0.53221;-14.803;198.426;-0.30108;-158.834;0.9291;0.14313;1.395.071.379.168.610
107.096;-0.61248;0.262;104.484;-174.924;0.49402;-0.59003;0.91406;0.88181;-0.23632;-0.79742;132.137;1.405.353.570.404.880
135.336;-0.48392;-14.163;0.60769;-0.38481;0.73102;0.33885;-0.38969;0.68089;120.393;0.21109;-0.85116;1.406.763.951.754.680
0.95945;221.957;-0.09988;0.42845;0.31692;0.79399;260.368;166.101;0.20805;0.6688;-12.147;-0.1;1.408.755.612.687.910
0.81195;133.718;0.20035;0.87513;0.01878;-145.549;-0.07994;12.794;142.011;0.4516;0.82251;0.16832;1.420.702.740.572.710
0.41826;-0.08876;-105.883;0.39697;0.87875;-114.834;0.42098;0.82935;0.5469;-0.32822;0.0129;-275.202;1.421.497.543.915.500
-123.946;0.64814;0.80348;0.46206;27.126;-0.65267;-0.99326;0.19353;-0.41147;-209.424;0.7907;0.26086;1.445.180.407.876.680
100.612;-0.59097;0.84259;112.935;-0.33597;-238.448;-0.8874;0.061;0.76617;-235.294;0.71192;-0.18421;1.455.562.500.586.400
0.87632;-0.20455;-0.50095;-1.266;164.436;-0.83355;0.41294;131.244;115.194;-0.24417;-0.74744;-152.087;1.472.958.333.374.820
0.3;-111.383;0.05616;167.146;0.15977;-0.11482;-101.647;-0.48285;-0.90008;0.59247;0.35367;-0.14093;1.481.622.151.613.100
-0.14009;-0.72914;-0.45963;-13.073;283.272;172.973;-0.30193;0.53436;0.29471;-0.20328;-0.43597;0.6605;1.482.902.766.607.300
0.59272;-0.50509;-0.30284;-0.6395;-0.12618;0.56753;147.597;-0.5724;-110.892;-0.21582;0.74039;-0.35414;1.492.423.883.479.370
0.33887;-0.04758;198.501;-0.24915;15.713;-0.61844;-259.688;115.713;-0.56783;-110.552;-0.71041;-0.28766;1.495.498.235.761.480
171.592;0.369;0.48434;-0.55721;0.20183;0.70397;-106.989;0.01399;-198.914;281.511;-0.76356;0.17265;1.496.681.823.066.340
20.079;0.61844;10.972;0.63645;-111.933;-0.40402;-0.58675;-226.021;-0.46832;0.01233;106.408;-0.76149;1.502.866.461.284.830
131.224;-0.58151;0.1821;-13.034;128.354;10.518;143.339;0.11028;12.706;-117.546;-175.678;20.452;1.503.066.373.327.300
159.256;0.28135;0.75249;-0.88454;0.49231;0.36512;0.4901;-0.32954;0.46914;-0.48577;0.47953;0.81964;1.515.201.007.135.170
0.25378;0.9769;-123.718;-199.459;120.593;-0.34121;-155.082;-123.718;0.15945;147.369;0.949;0.24123;1.523.456.084.445.700
-0.37692;-0.05135;-0.0005;146.118;118.267;0.16057;0.9959;0.33404;-147.312;122.688;-0.10064;127.489;1.530.912.839.047.850
167.787;-0.04874;0.59678;0.51257;-0.48981;0.46695;-22.268;-105.792;-0.5027;0.23746;-0.14206;-0.80768;1.556.276.683.361.630
105.586;-11.393;-0.32948;-0.06715;0.56226;-128.067;-0.55092;0.56246;-0.72358;0.8345;0.89646;0.42991;1.566.133.421.157.690
0.29509;-12.303;0.864;0.7001;0.93444;-0.05754;206.309;-0.00326;-0.24659;176.067;0.54286;171.741;1.570.024.036.910.130
0.38622;156.993;-0.42675;127.404;0.626;-0.29699;-111.634;0.84457;-0.01209;0.03645;-15.259;-0.03237;1.596.189.203.846.900
0.70262;-0.27222;-218.629;15.576;-0.10668;0.67173;-0.52861;-0.04407;0.2196;0.01989;0.75886;-185.476;1.613.982.583.415.910
0.75983;-0.21392;-181.581;0.30061;0.76315;-0.12842;188.806;-0.54957;0.93977;-0.22469;0.56927;147.188;1.644.605.425.788.860
194.396;0.76437;143.647;-0.9302;0.39203;0.47909;0.82219;0.42968;-0.38023;-187.079;-100.014;-0.16198;1.645.642.160.844.530
0.00892;-119.719;0.93514;0.14208;176.792;-0.2209;-0.30486;-0.6355;0.53569;141.234;0.29551;-0.16096;1.646.405.083.761.720
0.79071;-0.62265;0.41308;142.247;-0.09003;-0.0121;-134.596;-0.05844;-0.11018;-0.23929;114.437;-0.34242;1.662.827.558.651.680
0.79572;141.369;-0.6291;104.372;0.39895;0.64228;-0.03985;0.75198;0.35717;-0.41863;-142.664;-101.938;1.675.294.959.493.300
0.53087;0.97673;-0.6614;0.53343;104.823;0.16383;-150.248;142.021;0.80935;0.02831;-102.317;-0.47126;1.689.995.090.179.070
0.94933;0.07274;0.10407;-0.58925;128.367;-0.05248;224.234;-0.24117;-0.05046;0.93059;-0.02414;124.681;1.698.119.295.617.440
-0.22323;0.76458;0.28487;108.938;-0.26816;197.438;187.561;-0.09161;0.81516;-0.04529;-0.56352;0.02787;1.700.440.393.425.510
-0.73821;-0.58242;105.642;0.90388;0.4897;-0.19252;0.96669;0.03105;-0.96555;-0.17514;-0.95039;122.053;1.705.927.146.392.080
0.28207;-122.919;-238.012;195.002;0.32731;0.47469;0.73427;0.14492;-0.04892;150.058;-0.61027;138.573;1.710.026.665.881.590
167.852;-211.907;0.78509;-0.75682;0.59202;-0.69951;153.125;-121.683;-0.85267;171.033;-0.26105;-0.70168;1.711.260.584.298.200
0.78355;135.508;-122.154;0.2736;0.88364;0.7322;-130.172;-0.45585;-0.38364;-0.09109;-0.02401;0.75572;1.714.072.478.848.510
154.287;-0.77515;0.63501;-0.20028;0.52578;0.31152;-0.69091;0.85053;-0.02505;-0.31254;-215.899;0.93728;1.720.656.724.017.330
109.545;-237.026;0.98048;0.27455;0.65014;0.89126;-0.2342;-12.843;0.12651;-0.09677;-139.216;0.661;1.726.181.379.123.120
0.0416;-0.12589;0.12313;149.663;0.87007;-111.194;14.403;0.82438;139.503;0.06112;0.47633;-0.37326;1.739.794.557.858.900
0.52936;0.85208;0.20307;-0.17887;160.165;0.56943;-0.70148;-0.64544;-0.52642;-0.04605;-0.81457;0.97316;1.747.371.152.288.600
167.766;-142.545;227.134;129.355;-0.78484;-0.20845;-224.217;113.527;106.858;1.909;-0.41777;172.785;1.759.325.267.046.620
0.54774;0.15102;0.71271;0.79293;0.85444;-0.67653;0.67403;113.358;-158.913;-0.60837;0.03948;0.35492;1.772.997.445.104.000
241.077;0.62395;136.278;-0.99428;0.0166;-19.967;182.739;-101.155;105.622;132.118;-0.25319;-0.85096;1.801.946.807.648.180
0.93692;149.235;-0.60425;0.96412;0.2857;148.944;0.88805;0.27434;0.75043;-0.14036;0.53593;111.689;1.811.173.517.522.050
0.25625;0.00971;0.64732;-0.11751;-0.0339;0.71459;-0.67739;-0.13236;-0.01781;-0.00048;0.36998;-0.38602;1.856.159.913.396.680
0.97355;0.06514;224.714;142.566;0.11784;123.734;-0.88471;0.91115;-0.62956;0.54839;-123.395;-114.937;1.856.357.713.532.260
0.19008;-117.055;-0.3427;0.20997;202.963;1.841;-0.58007;-104.076;-0.43176;-0.2165;-294.222;124.849;1.862.751.122.873.200
-0.37014;-0.45855;-0.92058;141.241;159.585;-0.01545;-0.10241;-0.69345;0.13003;0.09088;-0.07419;15.719;1.865.475.557.979.000
0.62954;0.1699;-165.432;-0.05565;140.913;-0.88306;0.57316;0.84597;-0.55251;-0.95958;0.823;0.37889;1.872.601.563.499.650
102.104;-138.131;0.30392;0.86201;0.35791;0.01209;-14.879;0.13658;-0.70067;-0.67927;0.32999;-0.22366;1.879.662.313.275.780
-0.1463;0.34926;-0.86194;159.377;125.253;104.859;106.479;0.42271;0.38889;-259.872;0.33308;201.537;1.932.362.287.145.560
0.15074;-0.67361;0.06121;-0.03477;-0.18996;0.86074;127.036;162.756;-11.116;0.02444;0.72408;0.34544;1.940.661.849.862.680
-0.02659;0.14378;19.992;125.869;133.896;0.55611;-109.471;-13.676;-147.591;0.79842;0.6548;-0.09158;1.944.715.308.355.220
0.84145;184.683;-0.04565;0.86385;0.62202;-0.32946;0.51051;-0.51333;0.55698;170.578;0.54726;0.10203;1.945.052.445.582.830
0.27982;-128.516;135.892;232.702;0.35364;-0.12254;157.959;-0.28336;0.114;0.08831;-0.51768;-0.67307;1.965.801.317.226.860
0.98172;-146.333;0.16275;-0.063;116.366;0.43734;-0.32417;-0.40954;-0.1697;10.612;0.23628;-100.376;1.967.114.613.267.410
0.33692;-0.26629;0.35933;-175.792;100.255;0.43206;0.89585;-0.31215;0.94756;-120.544;0.87209;105.354;1.978.902.029.345.840
145.297;0.1992;-0.62081;13.716;-0.2541;0.02796;0.1356;0.68315;133.894;-17.637;-0.95175;-118.384;2.000.976.934.858.640
0.12435;-132.151;291.975;-0.77622;0.61129;0.71606;0.0287;-0.8006;-0.77547;0.26307;0.27255;-12.548;2.016.935.269.996.710
-0.08542;-0.27718;0.26757;0.99666;-0.41585;0.65867;-193.987;-244.976;-0.01065;0.70084;0.52401;119.032;2.024.532.621.504.600
101.646;-0.71467;-12.589;-0.03898;0.90603;-0.29976;-0.67326;-0.75787;-0.11379;149.293;356.611;-0.31524;2.029.403.579.545.560
125.628;-213.932;-0.64906;-0.6074;131.437;0.44644;-144.508;-0.20077;120.701;0.50483;0.22454;-0.65766;2.039.458.946.175.110
0.91025;-0.66511;0.64315;158.804;0.20795;-0.35405;-103.015;0.70556;-142.818;-139.121;-0.03323;-40.876;2.055.261.115.823.930
0.67539;-176.073;102.315;0.0605;150.297;0.23578;-0.96348;-0.94296;150.175;112.276;0.7376;-0.74499;2.063.361.664.511.620
137.351;0.61091;-0.70109;0.56198;0.48493;-0.94054;0.69868;-0.02803;-0.81748;-0.39088;-0.99052;-209.687;2.065.212.346.833.550
-0.19824;0.45107;0.31422;0.27842;0.33729;-141.591;0.30215;102.851;-126.331;0.08667;-0.84179;0.16579;2.066.182.374.633.460
0.57617;0.89608;0.69986;359.251;-0.962;-149.828;0.32157;-0.43318;-0.58118;127.044;225.621;-161.678;2.095.885.044.503.980
-0.50001;-0.23742;-213.267;-0.4349;118.019;-0.4205;0.43933;0.06493;-0.38882;229.985;-0.67446;-0.24004;2.106.496.964.329.090
123.032;0.06478;-0.631;0.50195;0.65246;-0.80242;-0.70295;0.74848;-0.16774;-13.775;0.12082;-0.47119;2.108.681.284.942.120
0.55246;-161.313;-0.27119;155.588;0.57077;-120.599;0.10608;-0.8235;-0.37822;0.20492;174.428;-153.321;2.118.116.359.571.980
-0.01601;0.87246;-0.28936;157.976;-0.78085;0.01273;0.02207;-0.3988;-223.068;116.471;-0.85447;-0.16819;2.129.472.243.331.650
170.048;-0.10088;-0.18261;-0.69314;0.91858;-155.396;100.035;-214.598;-0.27256;-0.52672;0.9772;-0.0755;2.141.615.261.132.780
-0.45715;0.08798;114.874;105.459;0.06826;14.852;-0.8672;0.81706;-0.11611;-0.48117;-0.47886;0.64997;2.142.181.967.588.740
